dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,null_bin_count,savaux_bin,savaux_error,gls_offpacket_fixed_bin,gls_offpacket_fixed_error,gls_packet_null_bin,gls_packet_null_error,gls_symbol_null_bin,gls_symbol_null_error
0_0_0_10_14_32,-23.0,43,4,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,43,4,19,27,510,1001,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,43,4,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,43,4,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,43,4,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,43,4,23,31,759,1000,526,1,526,1,526,1,526,1
0_0_0_10_14_32,-23.0,43,4,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,43,4,25,33,720,1002,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,43,4,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,43,4,27,35,602,1002,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,43,4,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,43,4,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,43,4,30,38,810,1000,810,0,810,0,810,0,810,0
0_0_0_10_14_32,-23.0,43,4,31,39,912,1000,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-23.0,43,4,32,40,753,1000,753,0,753,0,753,0,753,0
0_0_0_10_14_32,-23.0,43,4,33,41,591,1001,591,0,591,0,591,0,591,0
0_0_0_10_14_32,-23.0,43,4,34,42,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,43,5,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-23.0,43,5,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-23.0,43,5,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-23.0,43,5,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-23.0,43,5,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-23.0,43,5,5,13,468,1002,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,43,5,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,43,5,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,43,5,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,43,5,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,43,5,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,43,5,11,19,1023,1002,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,43,5,12,20,597,1001,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,43,5,13,21,562,1002,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,43,5,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,43,5,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-23.0,43,5,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,43,5,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,43,5,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,43,5,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,43,5,20,28,860,1002,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,43,5,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,43,5,22,30,629,1002,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,43,5,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-23.0,43,5,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,43,5,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,43,5,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,43,5,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,43,5,28,36,7,1001,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,43,5,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,43,5,30,38,823,1000,634,1,634,1,634,1,634,1
0_0_0_10_14_32,-23.0,43,5,31,39,913,1000,913,0,913,0,913,0,913,0
0_0_0_10_14_32,-23.0,43,5,32,40,741,1000,741,0,741,0,741,0,741,0
0_0_0_10_14_32,-23.0,43,5,33,41,581,1000,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-23.0,43,5,34,42,91,1000,91,0,91,0,91,0,91,0
0_0_0_10_14_32,-23.0,43,6,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-23.0,43,6,1,9,826,1001,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-23.0,43,6,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-23.0,43,6,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-23.0,43,6,4,12,107,1002,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-23.0,43,6,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,43,6,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,43,6,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,43,6,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,43,6,9,17,492,1001,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,43,6,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,43,6,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,43,6,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,43,6,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,43,6,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,43,6,15,23,267,1004,722,1,722,1,722,1,722,1
0_0_0_10_14_32,-23.0,43,6,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,43,6,17,25,656,1002,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,43,6,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,43,6,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,43,6,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,43,6,21,29,553,1002,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,43,6,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,43,6,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-23.0,43,6,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,43,6,25,33,720,1001,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,43,6,26,34,314,1002,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,43,6,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,43,6,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,43,6,29,37,610,1001,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,43,6,30,38,791,1000,791,0,791,0,791,0,791,0
0_0_0_10_14_32,-23.0,43,6,31,39,928,1000,928,0,928,0,928,0,928,0
0_0_0_10_14_32,-23.0,43,6,32,40,760,1000,760,0,760,0,760,0,760,0
0_0_0_10_14_32,-23.0,43,6,33,41,584,1000,584,0,584,0,584,0,584,0
0_0_0_10_14_32,-23.0,43,6,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-23.0,43,7,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-23.0,43,7,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-23.0,43,7,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-23.0,43,7,3,11,691,1000,691,0,691,0,691,0,691,0
0_0_0_10_14_32,-23.0,43,7,4,12,107,1002,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-23.0,43,7,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,43,7,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,43,7,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,43,7,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,43,7,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,43,7,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,43,7,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,43,7,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,43,7,13,21,562,1002,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,43,7,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,43,7,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-23.0,43,7,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,43,7,17,25,656,1001,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,43,7,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,43,7,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,43,7,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,43,7,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,43,7,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,43,7,23,31,759,1000,300,1,300,1,300,1,759,0
0_0_0_10_14_32,-23.0,43,7,24,32,874,1002,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,43,7,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,43,7,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,43,7,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,43,7,28,36,7,1002,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,43,7,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,43,7,30,38,807,1000,807,0,807,0,807,0,807,0
0_0_0_10_14_32,-23.0,43,7,31,39,921,1000,921,0,921,0,921,0,921,0
0_0_0_10_14_32,-23.0,43,7,32,40,740,1001,740,0,740,0,740,0,740,0
0_0_0_10_14_32,-23.0,43,7,33,41,587,1000,587,0,587,0,587,0,587,0
0_0_0_10_14_32,-23.0,43,7,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-23.0,44,0,0,8,803,1000,741,1,741,1,741,1,741,1
0_0_0_10_14_32,-23.0,44,0,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-23.0,44,0,2,10,922,1000,725,1,725,1,725,1,725,1
0_0_0_10_14_32,-23.0,44,0,3,11,718,1000,596,1,596,1,596,1,596,1
0_0_0_10_14_32,-23.0,44,0,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-23.0,44,0,5,13,468,1000,156,1,156,1,156,1,497,1
0_0_0_10_14_32,-23.0,44,0,6,14,89,1000,864,1,864,1,864,1,864,1
0_0_0_10_14_32,-23.0,44,0,7,15,713,1000,614,1,614,1,614,1,614,1
0_0_0_10_14_32,-23.0,44,0,8,16,865,1000,416,1,416,1,416,1,416,1
0_0_0_10_14_32,-23.0,44,0,9,17,492,1000,196,1,196,1,196,1,196,1
0_0_0_10_14_32,-23.0,44,0,10,18,765,1002,469,1,469,1,469,1,469,1
0_0_0_10_14_32,-23.0,44,0,11,19,1023,1000,952,1,952,1,952,1,952,1
0_0_0_10_14_32,-23.0,44,0,12,20,597,1002,677,1,677,1,677,1,677,1
0_0_0_10_14_32,-23.0,44,0,13,21,562,1002,521,1,521,1,521,1,521,1
0_0_0_10_14_32,-23.0,44,0,14,22,478,1000,477,1,477,1,477,1,477,1
0_0_0_10_14_32,-23.0,44,0,15,23,267,1000,183,1,183,1,183,1,100,1
0_0_0_10_14_32,-23.0,44,0,16,24,917,1000,908,1,908,1,908,1,908,1
0_0_0_10_14_32,-23.0,44,0,17,25,656,1000,738,1,738,1,738,1,738,1
0_0_0_10_14_32,-23.0,44,0,18,26,889,1000,520,1,520,1,520,1,520,1
0_0_0_10_14_32,-23.0,44,0,19,27,510,1000,768,1,768,1,768,1,130,1
0_0_0_10_14_32,-23.0,44,0,20,28,860,1000,701,1,701,1,701,1,701,1
0_0_0_10_14_32,-23.0,44,0,21,29,553,1000,2,1,2,1,2,1,2,1
0_0_0_10_14_32,-23.0,44,0,22,30,629,1000,162,1,162,1,162,1,162,1
0_0_0_10_14_32,-23.0,44,0,23,31,759,1000,66,1,66,1,66,1,66,1
0_0_0_10_14_32,-23.0,44,0,24,32,874,1000,163,1,163,1,163,1,163,1
0_0_0_10_14_32,-23.0,44,0,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,44,0,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,44,0,27,35,602,1000,131,1,131,1,131,1,131,1
0_0_0_10_14_32,-23.0,44,0,28,36,7,1000,65,1,65,1,65,1,65,1
0_0_0_10_14_32,-23.0,44,0,29,37,610,1001,165,1,165,1,165,1,165,1
0_0_0_10_14_32,-23.0,44,0,30,38,826,1000,1012,1,1012,1,1012,1,1012,1
0_0_0_10_14_32,-23.0,44,0,31,39,928,1000,694,1,694,1,694,1,694,1
0_0_0_10_14_32,-23.0,44,0,32,40,761,1000,559,1,559,1,559,1,559,1
0_0_0_10_14_32,-23.0,44,0,33,41,590,1000,256,1,256,1,256,1,256,1
0_0_0_10_14_32,-23.0,44,0,34,42,936,1000,856,1,856,1,856,1,856,1
0_0_0_10_14_32,-23.0,44,2,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-23.0,44,2,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-23.0,44,2,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-23.0,44,2,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-23.0,44,2,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-23.0,44,2,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,44,2,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,44,2,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,44,2,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,44,2,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,44,2,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,44,2,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,44,2,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,44,2,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,44,2,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,44,2,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-23.0,44,2,16,24,917,1001,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,44,2,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,44,2,18,26,889,1000,267,1,267,1,267,1,267,1
0_0_0_10_14_32,-23.0,44,2,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,44,2,20,28,860,1002,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,44,2,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,44,2,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,44,2,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-23.0,44,2,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,44,2,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,44,2,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,44,2,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,44,2,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,44,2,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,44,2,30,38,775,1000,775,0,775,0,775,0,775,0
0_0_0_10_14_32,-23.0,44,2,31,39,912,1000,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-23.0,44,2,32,40,768,1000,768,0,768,0,768,0,768,0
0_0_0_10_14_32,-23.0,44,2,33,41,581,1000,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-23.0,44,2,34,42,93,1000,93,0,93,0,93,0,93,0
0_0_0_10_14_32,-23.0,44,3,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-23.0,44,3,1,9,711,1000,276,1,276,1,276,1,276,1
0_0_0_10_14_32,-23.0,44,3,2,10,871,1000,871,0,933,1,871,0,871,0
0_0_0_10_14_32,-23.0,44,3,3,11,718,1002,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-23.0,44,3,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-23.0,44,3,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,44,3,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,44,3,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,44,3,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,44,3,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,44,3,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,44,3,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,44,3,12,20,597,1002,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,44,3,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,44,3,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,44,3,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-23.0,44,3,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,44,3,17,25,656,1002,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,44,3,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,44,3,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,44,3,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,44,3,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,44,3,22,30,629,1001,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,44,3,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-23.0,44,3,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,44,3,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,44,3,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,44,3,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,44,3,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,44,3,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,44,3,30,38,778,1000,778,0,778,0,778,0,778,0
0_0_0_10_14_32,-23.0,44,3,31,39,897,1000,897,0,897,0,897,0,897,0
0_0_0_10_14_32,-23.0,44,3,32,40,740,1000,336,1,740,0,336,1,336,1
0_0_0_10_14_32,-23.0,44,3,33,41,590,1001,590,0,590,0,590,0,590,0
0_0_0_10_14_32,-23.0,44,3,34,42,930,1000,930,0,930,0,930,0,930,0
0_0_0_10_14_32,-23.0,44,4,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-23.0,44,4,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-23.0,44,4,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-23.0,44,4,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-23.0,44,4,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-23.0,44,4,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,44,4,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,44,4,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,44,4,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,44,4,9,17,492,1002,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,44,4,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,44,4,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,44,4,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,44,4,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,44,4,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,44,4,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-23.0,44,4,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,44,4,17,25,656,1001,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,44,4,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,44,4,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,44,4,20,28,860,1002,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,44,4,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,44,4,22,30,629,1000,629,0,629,0,629,0,202,1
0_0_0_10_14_32,-23.0,44,4,23,31,759,1002,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-23.0,44,4,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,44,4,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,44,4,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,44,4,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,44,4,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,44,4,29,37,610,1000,807,1,807,1,807,1,807,1
0_0_0_10_14_32,-23.0,44,4,30,38,810,1000,810,0,810,0,810,0,810,0
0_0_0_10_14_32,-23.0,44,4,31,39,912,1000,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-23.0,44,4,32,40,753,1000,753,0,753,0,753,0,753,0
0_0_0_10_14_32,-23.0,44,4,33,41,591,1000,591,0,591,0,591,0,591,0
0_0_0_10_14_32,-23.0,44,4,34,42,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,44,5,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-23.0,44,5,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-23.0,44,5,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-23.0,44,5,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-23.0,44,5,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-23.0,44,5,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-23.0,44,5,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-23.0,44,5,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-23.0,44,5,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-23.0,44,5,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-23.0,44,5,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-23.0,44,5,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-23.0,44,5,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-23.0,44,5,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-23.0,44,5,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-23.0,44,5,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-23.0,44,5,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-23.0,44,5,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-23.0,44,5,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-23.0,44,5,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-23.0,44,5,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-23.0,44,5,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-23.0,44,5,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-23.0,44,5,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-23.0,44,5,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-23.0,44,5,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-23.0,44,5,26,34,314,1001,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-23.0,44,5,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-23.0,44,5,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-23.0,44,5,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-23.0,44,5,30,38,823,1000,823,0,823,0,823,0,823,0
0_0_0_10_14_32,-23.0,44,5,31,39,913,1000,913,0,913,0,913,0,913,0
0_0_0_10_14_32,-23.0,44,5,32,40,741,1000,410,1,410,1,410,1,410,1
0_0_0_10_14_32,-23.0,44,5,33,41,581,1000,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-23.0,44,5,34,42,91,1000,91,0,91,0,91,0,91,0
0_0_0_10_14_32,-23.0,44,6,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-23.0,44,6,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-23.0,44,6,2,10,871,1001,871,0,871,0,871,0,871,0
